fluence,length,alt,az,transient_id,est_length,n_src,n_bkg,alt_ml,az_ml,err,exp_angdist,conf,wait_time,mapping_time
4.756,10.594,78.284,135.000,553,10.6,774,412,76.814,142.500,2.183,2.126,0.5836,10.594,0.122
3.236,28.483,78.284,135.000,554,28.5,537,1034,76.814,137.500,1.566,1.575,0.1251,28.483,0.120
4.271,26.105,78.284,135.000,555,26.1,661,997,76.077,144.474,3.041,3.146,0.9073,26.105,0.107
1.029,9.079,78.284,135.000,556,9.1,162,366,74.603,143.571,4.184,5.581,0.8996,9.079,0.205
2.841,29.863,78.284,135.000,557,29.9,515,1173,76.814,137.500,1.566,2.292,0.4241,29.863,0.125
0.615,16.335,78.284,135.000,558,16.3,119,626,69.423,184.821,15.690,14.198,0.9314,16.335,0.484
1.012,27.929,78.284,135.000,559,27.9,166,1119,73.865,149.318,5.572,5.935,0.7009,27.929,0.309
4.076,18.983,78.284,135.000,55,19.0,728,733,76.814,137.500,1.566,1.880,0.4579,18.983,0.100
2.438,22.023,78.284,135.000,560,22.0,402,899,76.077,130.263,2.442,2.734,0.7200,22.023,0.134
0.954,27.645,78.284,135.000,561,27.6,149,1005,74.603,135.000,3.681,4.257,0.6870,27.645,0.223
2.549,27.530,78.284,135.000,562,27.5,446,985,76.077,135.000,2.207,2.199,0.3647,27.530,0.120
2.417,24.398,78.284,135.000,563,24.4,432,882,80.487,141.923,2.541,3.938,0.7033,24.398,0.163
4.092,14.646,78.284,135.000,564,14.6,702,527,76.077,135.000,2.207,2.623,0.8848,14.646,0.079
3.665,29.485,78.284,135.000,565,29.5,648,1147,74.603,143.571,4.184,3.983,0.9681,29.485,0.124
4.116,18.915,78.284,135.000,566,18.9,737,756,81.220,146.250,3.540,4.094,0.9942,18.915,0.105
4.431,9.839,78.284,135.000,567,9.8,738,332,76.077,139.737,2.442,2.930,0.9243,9.839,0.093
2.159,19.494,78.284,135.000,568,19.5,413,718,76.077,149.211,3.833,3.937,0.9412,19.494,0.120
4.602,5.355,78.284,135.000,569,5.4,831,225,76.814,142.500,2.183,1.912,0.6454,5.355,0.107
2.032,20.661,78.284,135.000,56,20.7,372,745,74.603,143.571,4.184,3.909,0.9277,20.661,0.141
2.588,14.155,78.284,135.000,570,14.2,455,559,79.753,125.357,2.347,2.683,0.7016,14.155,0.112
2.970,19.945,78.284,135.000,571,19.9,452,698,73.865,145.227,5.042,4.969,0.9820,19.945,0.134
3.012,8.156,78.284,135.000,572,8.2,505,297,81.953,143.182,3.919,4.247,0.9991,8.156,0.104
0.791,12.007,78.284,135.000,573,12.0,129,480,74.603,147.857,4.736,5.184,0.7854,12.007,0.253
2.371,5.549,78.284,135.000,574,5.5,396,201,79.753,176.786,7.911,7.326,0.9924,5.549,0.136
4.693,9.750,78.284,135.000,575,9.7,789,319,74.603,130.714,3.813,3.742,0.9993,9.750,0.092
3.651,20.382,78.284,135.000,576,20.4,624,720,79.753,138.214,1.591,1.588,0.3215,20.382,0.133
1.218,15.658,78.284,135.000,577,15.7,226,616,76.814,92.500,9.068,8.978,0.9474,15.658,0.246
4.141,7.685,78.284,135.000,578,7.7,702,314,75.341,137.250,2.987,2.624,0.9236,7.685,0.082
1.306,23.115,78.284,135.000,579,23.1,245,888,76.077,135.000,2.207,2.898,0.4504,23.115,0.162
2.894,12.361,78.284,135.000,57,12.4,459,437,76.077,125.526,3.041,3.075,0.7693,12.361,0.100
4.393,26.814,78.284,135.000,580,26.8,743,1020,77.549,135.000,0.735,1.352,0.0000,26.814,0.116
4.415,8.666,78.284,135.000,581,8.7,757,327,76.077,135.000,2.207,2.544,0.8827,8.666,0.087
1.474,23.293,78.284,135.000,582,23.3,245,834,70.907,150.577,8.396,7.673,0.8474,23.293,0.267
4.800,25.602,78.284,135.000,583,25.6,834,989,74.603,139.286,3.813,4.230,0.9996,25.602,0.108
2.762,11.671,78.284,135.000,584,11.7,440,451,75.341,132.750,2.987,2.922,0.8807,11.671,0.108
0.708,20.841,78.284,135.000,585,20.8,104,758,67.935,118.500,11.307,12.662,0.8790,20.841,0.667
1.162,5.123,78.284,135.000,586,5.1,190,196,81.220,93.750,7.695,5.829,0.6132,5.123,0.217
1.887,7.970,78.284,135.000,587,8.0,315,357,75.341,141.750,3.317,3.534,0.8610,7.970,0.136
1.245,9.065,78.284,135.000,588,9.1,193,340,75.341,132.750,2.987,4.767,0.5957,9.065,0.214
2.490,24.324,78.284,135.000,589,24.3,417,898,76.814,137.500,1.566,2.126,0.2725,24.324,0.142
1.569,5.677,78.284,135.000,58,5.7,249,227,75.341,150.750,4.620,4.284,0.8435,5.677,0.150
3.347,21.689,78.284,135.000,590,21.7,553,781,75.341,128.250,3.317,3.315,0.8787,21.689,0.102
2.457,8.254,78.284,135.000,591,8.3,393,293,76.077,130.263,2.442,2.700,0.6621,8.254,0.105
2.879,13.137,78.284,135.000,592,13.1,517,490,75.341,146.250,3.892,3.812,0.9679,13.137,0.141
3.077,6.875,78.284,135.000,593,6.9,557,277,75.341,123.750,3.892,3.834,0.9889,6.875,0.106
2.638,27.844,78.284,135.000,594,27.8,455,1054,75.341,141.750,3.317,3.670,0.8956,27.844,0.128
1.394,19.954,78.284,135.000,595,20.0,233,695,75.341,137.250,2.987,3.659,0.5473,19.954,0.167
4.448,21.341,78.284,135.000,596,21.3,772,803,76.077,139.737,2.442,2.464,0.7871,21.341,0.106
1.646,16.113,78.284,135.000,597,16.1,309,580,76.814,142.500,2.183,2.489,0.3961,16.113,0.139
1.264,22.195,78.284,135.000,598,22.2,214,830,81.220,93.750,7.695,7.168,0.9170,22.195,0.227
4.274,19.864,78.284,135.000,599,19.9,760,754,76.814,132.500,1.566,1.770,0.4739,19.864,0.096
